gene,cluster,species,percent_expressed,n_high_expression_celltype,n_gene_per_cluster
Atg1,Ach_13,Dsim,0.315,11,77
Atg8a,Ach_13,Dmel,0.378,18,77
Atg8a,Ach_13,Dsec,0.333,18,77
Atg8a,Ach_13,Dsim,0.404,18,77
Atx2,Ach_13,Dmel,0.329,7,77
Atx2,Ach_13,Dsec,0.385,7,77
Atx2,Ach_13,Dsim,0.393,7,77
CARPB,Ach_13,Dmel,0.634,10,77
CARPB,Ach_13,Dsec,0.436,10,77
CARPB,Ach_13,Dsim,0.393,10,77
CG12054,Ach_13,Dmel,0.488,14,77
CG12054,Ach_13,Dsec,0.41,14,77
CG12054,Ach_13,Dsim,0.472,14,77
CG32204,Ach_13,Dmel,0.768,16,77
CG32204,Ach_13,Dsec,0.494,16,77
CG32204,Ach_13,Dsim,0.551,16,77
CG32647,Ach_13,Dmel,0.39,19,77
CG32647,Ach_13,Dsec,0.383,19,77
CG32647,Ach_13,Dsim,0.438,19,77
CG3556,Ach_13,Dmel,0.427,7,77
CG3556,Ach_13,Dsec,0.462,7,77
CG3556,Ach_13,Dsim,0.438,7,77
CG3961,Ach_13,Dmel,0.415,5,77
CG3961,Ach_13,Dsec,0.346,5,77
CG3961,Ach_13,Dsim,0.326,5,77
CG43066,Ach_13,Dmel,0.634,21,77
CG43066,Ach_13,Dsec,0.436,21,77
CG43066,Ach_13,Dsim,0.506,21,77
CG4678,Ach_13,Dmel,0.354,10,77
CG4678,Ach_13,Dsec,0.407,10,77
CG4678,Ach_13,Dsim,0.36,10,77
CG6006,Ach_13,Dmel,0.305,15,77
CG6006,Ach_13,Dsec,0.385,15,77
CG6006,Ach_13,Dsim,0.461,15,77
CG6044,Ach_13,Dmel,0.415,19,77
CG6044,Ach_13,Dsec,0.432,19,77
CG6044,Ach_13,Dsim,0.461,19,77
CG6282,Ach_13,Dmel,0.354,11,77
CG6282,Ach_13,Dsec,0.383,11,77
CG6282,Ach_13,Dsim,0.326,11,77
CG8500,Ach_13,Dmel,0.305,10,77
CG8500,Ach_13,Dsec,0.321,10,77
CG8500,Ach_13,Dsim,0.382,10,77
CG9813,Ach_13,Dmel,0.329,14,77
CG9813,Ach_13,Dsec,0.333,14,77
CG9813,Ach_13,Dsim,0.404,14,77
CNBP,Ach_13,Dmel,0.329,2,77
CNBP,Ach_13,Dsec,0.346,2,77
CNBP,Ach_13,Dsim,0.382,2,77
COX4,Ach_13,Dmel,0.427,16,77
COX4,Ach_13,Dsec,0.432,16,77
COX4,Ach_13,Dsim,0.404,16,77
Chchd2,Ach_13,Dmel,0.354,1,77
Chchd2,Ach_13,Dsec,0.359,1,77
Chchd2,Ach_13,Dsim,0.326,1,77
Cipc,Ach_13,Dmel,0.512,17,77
Cipc,Ach_13,Dsec,0.494,17,77
Cipc,Ach_13,Dsim,0.562,17,77
DIP-alpha,Ach_13,Dmel,0.646,3,77
DIP-alpha,Ach_13,Dsec,0.577,3,77
DIP-alpha,Ach_13,Dsim,0.562,3,77
Drat,Ach_13,Dmel,0.402,11,77
Drat,Ach_13,Dsec,0.37,11,77
Drat,Ach_13,Dsim,0.483,11,77
Eip63F-1,Ach_13,Dmel,0.695,16,77
Eip63F-1,Ach_13,Dsec,0.615,16,77
Eip63F-1,Ach_13,Dsim,0.629,16,77
Fie,Ach_13,Dmel,0.415,2,77
Fie,Ach_13,Dsec,0.321,2,77
Fie,Ach_13,Dsim,0.36,2,77
Hr3,Ach_13,Dmel,0.354,5,77
Hr3,Ach_13,Dsec,0.457,5,77
Hr3,Ach_13,Dsim,0.573,5,77
IscU,Ach_13,Dmel,0.598,17,77
IscU,Ach_13,Dsec,0.385,17,77
IscU,Ach_13,Dsim,0.303,17,77
Mpcp2,Ach_13,Dmel,0.439,16,77
Mpcp2,Ach_13,Dsec,0.449,16,77
Mpcp2,Ach_13,Dsim,0.449,16,77
Nup153,Ach_13,Dmel,0.378,8,77
Nup153,Ach_13,Dsec,0.457,8,77
Nup153,Ach_13,Dsim,0.461,8,77
Paip2,Ach_13,Dmel,0.378,7,77
Paip2,Ach_13,Dsec,0.346,7,77
Paip2,Ach_13,Dsim,0.348,7,77
Pdfr,Ach_13,Dmel,0.476,12,77
Pdfr,Ach_13,Dsec,0.642,12,77
Pdfr,Ach_13,Dsim,0.382,12,77
Prp39,Ach_13,Dmel,0.354,21,77
Prp39,Ach_13,Dsec,0.309,21,77
Prp39,Ach_13,Dsim,0.315,21,77
Prps,Ach_13,Dmel,0.378,21,77
Prps,Ach_13,Dsec,0.395,21,77
Prps,Ach_13,Dsim,0.382,21,77
Rack1,Ach_13,Dmel,0.439,6,77
Rack1,Ach_13,Dsec,0.321,6,77
Rack1,Ach_13,Dsim,0.393,6,77
RhoGEF3,Ach_13,Dmel,0.317,12,77
RhoGEF3,Ach_13,Dsec,0.309,12,77
RhoGEF3,Ach_13,Dsim,0.382,12,77
RpL15,Ach_13,Dmel,0.329,13,77
RpL15,Ach_13,Dsec,0.333,13,77
RpL15,Ach_13,Dsim,0.315,13,77
RpL21,Ach_13,Dmel,0.39,14,77
RpL21,Ach_13,Dsec,0.333,14,77
RpL21,Ach_13,Dsim,0.36,14,77
RpL24,Ach_13,Dmel,0.439,14,77
RpL24,Ach_13,Dsec,0.358,14,77
RpL24,Ach_13,Dsim,0.438,14,77
RpL31,Ach_13,Dmel,0.415,17,77
RpL31,Ach_13,Dsec,0.42,17,77
RpL31,Ach_13,Dsim,0.449,17,77
RpL36,Ach_13,Dmel,0.427,15,77
RpL36,Ach_13,Dsec,0.309,15,77
RpL36,Ach_13,Dsim,0.438,15,77
RpL37-1,Ach_13,Dmel,0.366,20,77
RpL37-1,Ach_13,Dsec,0.321,20,77
RpL37-1,Ach_13,Dsim,0.551,20,77
RpL39,Ach_13,Dmel,0.354,6,77
RpL39,Ach_13,Dsec,0.309,6,77
RpL39,Ach_13,Dsim,0.404,6,77
RpL40,Ach_13,Dmel,0.329,1,77
RpL40,Ach_13,Dsec,0.372,1,77
RpL40,Ach_13,Dsim,0.348,1,77
RpL6,Ach_13,Dmel,0.402,20,77
RpL6,Ach_13,Dsec,0.383,20,77
RpL6,Ach_13,Dsim,0.371,20,77
RpL7A,Ach_13,Dmel,0.354,19,77
RpL7A,Ach_13,Dsec,0.444,19,77
RpL7A,Ach_13,Dsim,0.382,19,77
RpLP0,Ach_13,Dmel,0.305,2,77
RpLP0,Ach_13,Dsec,0.321,2,77
RpLP0,Ach_13,Dsim,0.337,2,77
RpLP1,Ach_13,Dmel,0.341,5,77
RpLP1,Ach_13,Dsec,0.346,5,77
RpLP1,Ach_13,Dsim,0.427,5,77
RpS7,Ach_13,Dmel,0.366,18,77
RpS7,Ach_13,Dsec,0.346,18,77
RpS7,Ach_13,Dsim,0.371,18,77
Rsf1,Ach_13,Dmel,0.305,19,77
Rsf1,Ach_13,Dsec,0.359,19,77
Rsf1,Ach_13,Dsim,0.393,19,77
RunxA,Ach_13,Dmel,0.756,4,77
RunxA,Ach_13,Dsec,0.577,4,77
RunxA,Ach_13,Dsim,0.618,4,77
SP2353,Ach_13,Dmel,0.451,19,77
SP2353,Ach_13,Dsec,0.383,19,77
SP2353,Ach_13,Dsim,0.539,19,77
SelR,Ach_13,Dmel,0.305,7,77
SelR,Ach_13,Dsec,0.449,7,77
SelR,Ach_13,Dsim,0.382,7,77
Sumo,Ach_13,Dmel,0.354,2,77
Sumo,Ach_13,Dsec,0.41,2,77
Sumo,Ach_13,Dsim,0.36,2,77
Sur-8,Ach_13,Dmel,0.317,15,77
Sur-8,Ach_13,Dsec,0.423,15,77
Sur-8,Ach_13,Dsim,0.315,15,77
Teh2,Ach_13,Dmel,0.329,19,77
Teh2,Ach_13,Dsec,0.41,19,77
Teh2,Ach_13,Dsim,0.404,19,77
Tmtc1,Ach_13,Dmel,0.512,5,77
Tmtc1,Ach_13,Dsec,0.309,5,77
Tmtc1,Ach_13,Dsim,0.36,5,77
Trpm,Ach_13,Dmel,0.415,16,77
Trpm,Ach_13,Dsec,0.449,16,77
Trpm,Ach_13,Dsim,0.461,16,77
alpha-Spec,Ach_13,Dmel,0.402,7,77
alpha-Spec,Ach_13,Dsec,0.333,7,77
alpha-Spec,Ach_13,Dsim,0.337,7,77
ari-1,Ach_13,Dmel,0.341,1,77
ari-1,Ach_13,Dsec,0.359,1,77
ari-1,Ach_13,Dsim,0.348,1,77
beta-Spec,Ach_13,Dmel,0.354,5,77
beta-Spec,Ach_13,Dsec,0.333,5,77
beta-Spec,Ach_13,Dsim,0.36,5,77
ckn,Ach_13,Dmel,0.341,19,77
ckn,Ach_13,Dsec,0.41,19,77
ckn,Ach_13,Dsim,0.427,19,77
cnn,Ach_13,Dmel,0.329,9,77
cnn,Ach_13,Dsec,0.481,9,77
cnn,Ach_13,Dsim,0.449,9,77
dac,Ach_13,Dmel,0.451,19,77
dac,Ach_13,Dsec,0.617,19,77
dac,Ach_13,Dsim,0.506,19,77
eIF4H1,Ach_13,Dmel,0.329,5,77
eIF4H1,Ach_13,Dsec,0.346,5,77
eIF4H1,Ach_13,Dsim,0.393,5,77
fuss,Ach_13,Dmel,0.963,1,77
fuss,Ach_13,Dsec,0.654,1,77
fuss,Ach_13,Dsim,0.944,1,77
lolal,Ach_13,Dmel,0.524,20,77
lolal,Ach_13,Dsec,0.372,20,77
lolal,Ach_13,Dsim,0.404,20,77
mab-21,Ach_13,Dmel,0.61,1,77
mab-21,Ach_13,Dsec,0.617,1,77
mab-21,Ach_13,Dsim,0.517,1,77
roh,Ach_13,Dmel,0.354,4,77
roh,Ach_13,Dsec,0.333,4,77
roh,Ach_13,Dsim,0.315,4,77
salr,Ach_13,Dmel,0.451,15,77
salr,Ach_13,Dsec,0.423,15,77
salr,Ach_13,Dsim,0.483,15,77
sv,Ach_13,Dmel,0.793,4,77
sv,Ach_13,Dsec,0.704,4,77
sv,Ach_13,Dsim,0.596,4,77
tipE,Ach_13,Dmel,0.39,8,77
tipE,Ach_13,Dsec,0.37,8,77
tipE,Ach_13,Dsim,0.551,8,77
unc-119,Ach_13,Dmel,0.561,4,77
unc-119,Ach_13,Dsec,0.309,4,77
unc-119,Ach_13,Dsim,0.416,4,77
wake,Ach_13,Dmel,0.415,10,77
wake,Ach_13,Dsec,0.372,10,77
wake,Ach_13,Dsim,0.438,10,77
wwk,Ach_13,Dmel,0.317,6,77
wwk,Ach_13,Dsec,0.346,6,77
wwk,Ach_13,Dsim,0.393,6,77
zld,Ach_13,Dmel,0.585,19,77
zld,Ach_13,Dsec,0.513,19,77
zld,Ach_13,Dsim,0.584,19,77
ATP6AP2,Ach_14,Dmel,0.325,1,43
ATP6AP2,Ach_14,Dsec,0.308,1,43
ATP6AP2,Ach_14,Dsim,0.315,1,43
Atg1,Ach_14,Dmel,0.3,11,43
Atg1,Ach_14,Dsec,0.327,11,43
Atg1,Ach_14,Dsim,0.397,11,43
Atg8a,Ach_14,Dmel,0.333,18,43
Atg8a,Ach_14,Dsec,0.375,18,43
Atg8a,Ach_14,Dsim,0.419,18,43
BicD,Ach_14,Dmel,0.3,10,43
BicD,Ach_14,Dsec,0.327,10,43
BicD,Ach_14,Dsim,0.351,10,43
CG14459,Ach_14,Dmel,0.675,17,43
CG14459,Ach_14,Dsec,0.911,17,43
CG14459,Ach_14,Dsim,0.781,17,43
CG3009,Ach_14,Dmel,0.333,8,43
CG3009,Ach_14,Dsec,0.375,8,43
CG3009,Ach_14,Dsim,0.338,8,43
CG32204,Ach_14,Dmel,0.333,16,43
CG32204,Ach_14,Dsec,0.446,16,43
CG32204,Ach_14,Dsim,0.365,16,43
CG41378,Ach_14,Dmel,0.692,18,43
CG41378,Ach_14,Dsec,0.375,18,43
CG41378,Ach_14,Dsim,0.311,18,43
CG42671,Ach_14,Dmel,0.308,5,43
CG42671,Ach_14,Dsec,0.304,5,43
CG42671,Ach_14,Dsim,0.342,5,43
CG42788,Ach_14,Dmel,0.308,14,43
CG42788,Ach_14,Dsec,0.304,14,43
CG42788,Ach_14,Dsim,0.365,14,43
CG6006,Ach_14,Dmel,0.4,15,43
CG6006,Ach_14,Dsec,0.411,15,43
CG6006,Ach_14,Dsim,0.589,15,43
DIP-eta,Ach_14,Dmel,0.517,6,43
DIP-eta,Ach_14,Dsec,0.357,6,43
DIP-eta,Ach_14,Dsim,0.514,6,43
DIP-kappa,Ach_14,Dmel,0.658,20,43
DIP-kappa,Ach_14,Dsec,0.536,20,43
DIP-kappa,Ach_14,Dsim,0.671,20,43
Dh31,Ach_14,Dmel,0.942,11,43
Dh31,Ach_14,Dsec,0.923,11,43
Dh31,Ach_14,Dsim,0.973,11,43
Dlic,Ach_14,Dmel,0.367,18,43
Dlic,Ach_14,Dsec,0.321,18,43
Dlic,Ach_14,Dsim,0.425,18,43
Drat,Ach_14,Dmel,0.367,11,43
Drat,Ach_14,Dsec,0.304,11,43
Drat,Ach_14,Dsim,0.446,11,43
Drl-2,Ach_14,Dmel,0.375,15,43
Drl-2,Ach_14,Dsec,0.365,15,43
Drl-2,Ach_14,Dsim,0.452,15,43
Idit,Ach_14,Dmel,0.4,21,43
Idit,Ach_14,Dsec,0.357,21,43
Idit,Ach_14,Dsim,0.356,21,43
Lamp1,Ach_14,Dmel,0.3,4,43
Lamp1,Ach_14,Dsec,0.393,4,43
Lamp1,Ach_14,Dsim,0.338,4,43
Nca,Ach_14,Dmel,0.333,6,43
Nca,Ach_14,Dsec,0.464,6,43
Nca,Ach_14,Dsim,0.351,6,43
OtopLc,Ach_14,Dmel,0.342,18,43
OtopLc,Ach_14,Dsec,0.385,18,43
OtopLc,Ach_14,Dsim,0.342,18,43
Paip2,Ach_14,Dmel,0.308,7,43
Paip2,Ach_14,Dsec,0.393,7,43
Paip2,Ach_14,Dsim,0.329,7,43
Pgant2,Ach_14,Dmel,0.567,7,43
Pgant2,Ach_14,Dsec,0.571,7,43
Pgant2,Ach_14,Dsim,0.595,7,43
Prps,Ach_14,Dmel,0.358,21,43
Prps,Ach_14,Dsec,0.404,21,43
Prps,Ach_14,Dsim,0.315,21,43
RhoGDI,Ach_14,Dmel,0.342,13,43
RhoGDI,Ach_14,Dsec,0.375,13,43
RhoGDI,Ach_14,Dsim,0.405,13,43
RpL24,Ach_14,Dmel,0.308,14,43
RpL24,Ach_14,Dsec,0.346,14,43
RpL24,Ach_14,Dsim,0.342,14,43
Septin4,Ach_14,Dmel,0.3,5,43
Septin4,Ach_14,Dsec,0.385,5,43
Septin4,Ach_14,Dsim,0.342,5,43
Set1,Ach_14,Dmel,0.383,8,43
Set1,Ach_14,Dsec,0.625,8,43
Set1,Ach_14,Dsim,0.324,8,43
Slip1,Ach_14,Dmel,0.375,17,43
Slip1,Ach_14,Dsec,0.661,17,43
Slip1,Ach_14,Dsim,0.743,17,43
Sur-8,Ach_14,Dmel,0.358,15,43
Sur-8,Ach_14,Dsec,0.446,15,43
Sur-8,Ach_14,Dsim,0.419,15,43
Taf4,Ach_14,Dmel,0.308,2,43
Taf4,Ach_14,Dsec,0.385,2,43
Taf4,Ach_14,Dsim,0.342,2,43
beat-Vc,Ach_14,Dmel,0.392,8,43
beat-Vc,Ach_14,Dsec,0.5,8,43
beat-Vc,Ach_14,Dsim,0.338,8,43
cnn,Ach_14,Dmel,0.35,9,43
cnn,Ach_14,Dsec,0.393,9,43
cnn,Ach_14,Dsim,0.479,9,43
da,Ach_14,Dmel,0.3,12,43
da,Ach_14,Dsec,0.321,12,43
da,Ach_14,Dsim,0.37,12,43
ens,Ach_14,Dmel,0.317,14,43
ens,Ach_14,Dsec,0.365,14,43
ens,Ach_14,Dsim,0.311,14,43
fkh,Ach_14,Dmel,0.567,16,43
fkh,Ach_14,Dsec,0.577,16,43
fkh,Ach_14,Dsim,0.562,16,43
hep,Ach_14,Dmel,0.325,21,43
hep,Ach_14,Dsec,0.308,21,43
hep,Ach_14,Dsim,0.411,21,43
lolal,Ach_14,Dmel,0.458,20,43
lolal,Ach_14,Dsec,0.346,20,43
lolal,Ach_14,Dsim,0.397,20,43
pxb,Ach_14,Dmel,0.4,9,43
pxb,Ach_14,Dsec,0.518,9,43
pxb,Ach_14,Dsim,0.329,9,43
salr,Ach_14,Dmel,0.317,15,43
salr,Ach_14,Dsec,0.327,15,43
salr,Ach_14,Dsim,0.329,15,43
smal,Ach_14,Dmel,0.45,20,43
smal,Ach_14,Dsec,0.365,20,43
smal,Ach_14,Dsim,0.384,20,43
tacc,Ach_14,Dmel,0.367,6,43
tacc,Ach_14,Dsec,0.346,6,43
tacc,Ach_14,Dsim,0.419,6,43
wake,Ach_14,Dmel,0.325,10,43
wake,Ach_14,Dsec,0.538,10,43
wake,Ach_14,Dsim,0.378,10,43
Atf6,Ach_15,Dmel,0.329,9,56
Atf6,Ach_15,Dsec,0.303,9,56
Atf6,Ach_15,Dsim,0.328,9,56
CARPB,Ach_15,Dmel,0.494,10,56
CARPB,Ach_15,Dsec,0.318,10,56
CARPB,Ach_15,Dsim,0.379,10,56
CG10132,Ach_15,Dmel,0.329,1,56
CG10132,Ach_15,Dsec,0.303,1,56
CG10132,Ach_15,Dsim,0.302,1,56
CG10384,Ach_15,Dmel,0.456,7,56
CG10384,Ach_15,Dsec,0.364,7,56
CG10384,Ach_15,Dsim,0.509,7,56
CG12054,Ach_15,Dmel,0.392,14,56
CG12054,Ach_15,Dsec,0.333,14,56
CG12054,Ach_15,Dsim,0.321,14,56
CG14431,Ach_15,Dmel,0.696,9,56
CG14431,Ach_15,Dsec,0.622,9,56
CG14431,Ach_15,Dsim,0.776,9,56
CG15894,Ach_15,Dmel,0.304,14,56
CG15894,Ach_15,Dsec,0.317,14,56
CG15894,Ach_15,Dsim,0.321,14,56
CG30089,Ach_15,Dmel,0.595,11,56
CG30089,Ach_15,Dsec,0.47,11,56
CG30089,Ach_15,Dsim,0.672,11,56
CG31323,Ach_15,Dmel,0.43,6,56
CG31323,Ach_15,Dsec,0.379,6,56
CG31323,Ach_15,Dsim,0.491,6,56
CG42784,Ach_15,Dmel,0.304,19,56
CG42784,Ach_15,Dsec,0.561,19,56
CG42784,Ach_15,Dsim,0.741,19,56
CG6044,Ach_15,Dmel,0.443,19,56
CG6044,Ach_15,Dsec,0.455,19,56
CG6044,Ach_15,Dsim,0.453,19,56
CG6282,Ach_15,Dmel,0.38,11,56
CG6282,Ach_15,Dsec,0.364,11,56
CG6282,Ach_15,Dsim,0.396,11,56
CG6959,Ach_15,Dmel,0.43,6,56
CG6959,Ach_15,Dsec,0.354,6,56
CG6959,Ach_15,Dsim,0.431,6,56
Ddr,Ach_15,Dmel,0.354,17,56
Ddr,Ach_15,Dsec,0.451,17,56
Ddr,Ach_15,Dsim,0.31,17,56
Dlic,Ach_15,Dmel,0.316,18,56
Dlic,Ach_15,Dsec,0.318,18,56
Dlic,Ach_15,Dsim,0.362,18,56
Drat,Ach_15,Dmel,0.304,11,56
Drat,Ach_15,Dsec,0.366,11,56
Drat,Ach_15,Dsim,0.377,11,56
Eaat2,Ach_15,Dmel,0.646,3,56
Eaat2,Ach_15,Dsec,0.455,3,56
Eaat2,Ach_15,Dsim,0.698,3,56
Efa6,Ach_15,Dmel,0.304,13,56
Efa6,Ach_15,Dsec,0.394,13,56
Efa6,Ach_15,Dsim,0.5,13,56
FoxK,Ach_15,Dmel,0.392,4,56
FoxK,Ach_15,Dsec,0.329,4,56
FoxK,Ach_15,Dsim,0.321,4,56
Gycbeta100B,Ach_15,Dmel,0.646,20,56
Gycbeta100B,Ach_15,Dsec,0.394,20,56
Gycbeta100B,Ach_15,Dsim,0.491,20,56
HUWE1,Ach_15,Dmel,0.342,5,56
HUWE1,Ach_15,Dsec,0.303,5,56
HUWE1,Ach_15,Dsim,0.31,5,56
Hr3,Ach_15,Dmel,0.329,5,56
Hr3,Ach_15,Dsec,0.305,5,56
Hr3,Ach_15,Dsim,0.603,5,56
Idit,Ach_15,Dmel,0.38,21,56
Idit,Ach_15,Dsec,0.439,21,56
Idit,Ach_15,Dsim,0.415,21,56
Kank,Ach_15,Dmel,0.304,2,56
Kank,Ach_15,Dsec,0.305,2,56
Kank,Ach_15,Dsim,0.328,2,56
LRP1,Ach_15,Dmel,0.633,7,56
LRP1,Ach_15,Dsec,0.305,7,56
LRP1,Ach_15,Dsim,0.328,7,56
Nadsyn,Ach_15,Dmel,0.392,19,56
Nadsyn,Ach_15,Dsec,0.402,19,56
Nadsyn,Ach_15,Dsim,0.379,19,56
Nup153,Ach_15,Dmel,0.316,8,56
Nup153,Ach_15,Dsec,0.424,8,56
Nup153,Ach_15,Dsim,0.362,8,56
Octbeta1R,Ach_15,Dmel,0.519,19,56
Octbeta1R,Ach_15,Dsec,0.364,19,56
Octbeta1R,Ach_15,Dsim,0.534,19,56
Prp39,Ach_15,Dmel,0.405,21,56
Prp39,Ach_15,Dsec,0.329,21,56
Prp39,Ach_15,Dsim,0.396,21,56
Prps,Ach_15,Dmel,0.342,21,56
Prps,Ach_15,Dsec,0.424,21,56
Prps,Ach_15,Dsim,0.377,21,56
Rsf1,Ach_15,Dmel,0.342,19,56
Rsf1,Ach_15,Dsec,0.39,19,56
Rsf1,Ach_15,Dsim,0.379,19,56
SP2353,Ach_15,Dmel,0.456,19,56
SP2353,Ach_15,Dsec,0.455,19,56
SP2353,Ach_15,Dsim,0.415,19,56
Septin4,Ach_15,Dmel,0.316,5,56
Septin4,Ach_15,Dsec,0.303,5,56
Septin4,Ach_15,Dsim,0.345,5,56
SiaT,Ach_15,Dmel,0.532,1,56
SiaT,Ach_15,Dsec,0.682,1,56
SiaT,Ach_15,Dsim,0.472,1,56
Sur-8,Ach_15,Dmel,0.38,15,56
Sur-8,Ach_15,Dsec,0.348,15,56
Sur-8,Ach_15,Dsim,0.362,15,56
Teh2,Ach_15,Dmel,0.342,19,56
Teh2,Ach_15,Dsec,0.379,19,56
Teh2,Ach_15,Dsim,0.34,19,56
ara,Ach_15,Dmel,0.595,7,56
ara,Ach_15,Dsec,0.697,7,56
ara,Ach_15,Dsim,0.604,7,56
bab1,Ach_15,Dmel,0.342,6,56
bab1,Ach_15,Dsec,0.303,6,56
bab1,Ach_15,Dsim,0.362,6,56
beat-Ia,Ach_15,Dmel,0.354,13,56
beat-Ia,Ach_15,Dsec,0.318,13,56
beat-Ia,Ach_15,Dsim,0.397,13,56
beta-Spec,Ach_15,Dmel,0.367,5,56
beta-Spec,Ach_15,Dsec,0.305,5,56
beta-Spec,Ach_15,Dsim,0.415,5,56
caup,Ach_15,Dmel,0.62,10,56
caup,Ach_15,Dsec,0.768,10,56
caup,Ach_15,Dsim,0.741,10,56
cno,Ach_15,Dmel,0.329,1,56
cno,Ach_15,Dsec,0.415,1,56
cno,Ach_15,Dsim,0.321,1,56
dpr4,Ach_15,Dmel,0.38,1,56
dpr4,Ach_15,Dsec,0.341,1,56
dpr4,Ach_15,Dsim,0.362,1,56
dsd,Ach_15,Dmel,0.367,19,56
dsd,Ach_15,Dsec,0.348,19,56
dsd,Ach_15,Dsim,0.321,19,56
haf,Ach_15,Dmel,0.43,13,56
haf,Ach_15,Dsec,0.348,13,56
haf,Ach_15,Dsim,0.415,13,56
lolal,Ach_15,Dmel,0.519,20,56
lolal,Ach_15,Dsec,0.409,20,56
lolal,Ach_15,Dsim,0.453,20,56
p120ctn,Ach_15,Dmel,0.481,7,56
p120ctn,Ach_15,Dsec,0.5,7,56
p120ctn,Ach_15,Dsim,0.321,7,56
pho,Ach_15,Dmel,0.405,3,56
pho,Ach_15,Dsec,0.439,3,56
pho,Ach_15,Dsim,0.379,3,56
robo3,Ach_15,Dmel,0.494,8,56
robo3,Ach_15,Dsec,0.427,8,56
robo3,Ach_15,Dsim,0.362,8,56
side-V,Ach_15,Dmel,0.443,16,56
side-V,Ach_15,Dsec,0.424,16,56
side-V,Ach_15,Dsim,0.448,16,56
smal,Ach_15,Dmel,0.38,20,56
smal,Ach_15,Dsec,0.5,20,56
smal,Ach_15,Dsim,0.34,20,56
sns,Ach_15,Dmel,0.304,8,56
sns,Ach_15,Dsec,0.455,8,56
sns,Ach_15,Dsim,0.377,8,56
su(w[a]),Ach_15,Dmel,0.456,6,56
su(w[a]),Ach_15,Dsec,0.379,6,56
su(w[a]),Ach_15,Dsim,0.328,6,56
vvl,Ach_15,Dmel,0.481,20,56
vvl,Ach_15,Dsec,0.5,20,56
vvl,Ach_15,Dsim,0.453,20,56
wake,Ach_15,Dmel,0.43,10,56
wake,Ach_15,Dsec,0.394,10,56
wake,Ach_15,Dsim,0.586,10,56
zld,Ach_15,Dmel,0.304,19,56
zld,Ach_15,Dsec,0.424,19,56
zld,Ach_15,Dsim,0.603,19,56
ATP8B,Ach_16,Dmel,0.667,8,66
ATP8B,Ach_16,Dsec,0.763,8,66
ATP8B,Ach_16,Dsim,0.549,8,66
ATPsynbeta,Ach_16,Dmel,0.486,17,66
ATPsynbeta,Ach_16,Dsec,0.322,17,66
ATPsynbeta,Ach_16,Dsim,0.423,17,66
Atf6,Ach_16,Dmel,0.458,9,66
Atf6,Ach_16,Dsec,0.322,9,66
Atf6,Ach_16,Dsim,0.352,9,66
BicD,Ach_16,Dmel,0.583,10,66
BicD,Ach_16,Dsec,0.561,10,66
BicD,Ach_16,Dsim,0.704,10,66
CG10019,Ach_16,Dmel,0.431,2,66
CG10019,Ach_16,Dsec,0.421,2,66
CG10019,Ach_16,Dsim,0.451,2,66
CG10384,Ach_16,Dmel,0.764,7,66
CG10384,Ach_16,Dsec,0.797,7,66
CG10384,Ach_16,Dsim,0.873,7,66
CG12769,Ach_16,Dmel,0.347,4,66
CG12769,Ach_16,Dsec,0.305,4,66
CG12769,Ach_16,Dsim,0.423,4,66
CG14431,Ach_16,Dmel,0.861,9,66
CG14431,Ach_16,Dsec,0.915,9,66
CG14431,Ach_16,Dsim,0.915,9,66
CG14669,Ach_16,Dmel,0.778,13,66
CG14669,Ach_16,Dsec,0.404,13,66
CG14669,Ach_16,Dsim,0.732,13,66
CG1578,Ach_16,Dmel,0.319,20,66
CG1578,Ach_16,Dsec,0.368,20,66
CG1578,Ach_16,Dsim,0.507,20,66
CG16798,Ach_16,Dmel,0.722,1,66
CG16798,Ach_16,Dsec,0.386,1,66
CG16798,Ach_16,Dsim,0.31,1,66
CG18265,Ach_16,Dmel,0.528,5,66
CG18265,Ach_16,Dsec,0.475,5,66
CG18265,Ach_16,Dsim,0.507,5,66
CG32532,Ach_16,Dmel,0.472,14,66
CG32532,Ach_16,Dsec,0.373,14,66
CG32532,Ach_16,Dsim,0.31,14,66
CG33543,Ach_16,Dmel,0.903,14,66
CG33543,Ach_16,Dsec,0.39,14,66
CG33543,Ach_16,Dsim,0.718,14,66
CG34357,Ach_16,Dmel,0.514,17,66
CG34357,Ach_16,Dsec,0.351,17,66
CG34357,Ach_16,Dsim,0.324,17,66
CG41378,Ach_16,Dmel,0.694,18,66
CG41378,Ach_16,Dsec,0.407,18,66
CG41378,Ach_16,Dsim,0.338,18,66
CG42671,Ach_16,Dmel,0.431,5,66
CG42671,Ach_16,Dsec,0.316,5,66
CG42671,Ach_16,Dsim,0.324,5,66
CG43066,Ach_16,Dmel,0.639,21,66
CG43066,Ach_16,Dsec,0.491,21,66
CG43066,Ach_16,Dsim,0.592,21,66
CG43901,Ach_16,Dmel,0.389,7,66
CG43901,Ach_16,Dsec,0.316,7,66
CG43901,Ach_16,Dsim,0.465,7,66
CG7029,Ach_16,Dmel,0.556,9,66
CG7029,Ach_16,Dsec,0.719,9,66
CG7029,Ach_16,Dsim,0.704,9,66
CG9896,Ach_16,Dmel,0.569,1,66
CG9896,Ach_16,Dsec,0.525,1,66
CG9896,Ach_16,Dsim,0.493,1,66
CenG1A,Ach_16,Dmel,0.861,1,66
CenG1A,Ach_16,Dsec,0.831,1,66
